tag,content,x,y,width,height,label,depth
html body text title span span  ,"Terry Jones: Could Tony Blair look at the internet now, please? | Special reports | The Observer",0,0,777,36,0,6
html body text div p a span  ,Skip to main content,0,0,0,0,0,7
html body text center table tbody tr td nobr form span span  ,Go to:,88,9,44,17,0,12
html body text center table tbody tr td nobr form select option  ,Guardian Unlimited home,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,UK news,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,World news,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Comment is free blog,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Newsblog,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Sport blog,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,arts & entertainment blog,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Podcasts,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,----------------------,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Archive search,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Arts and entertainment,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Books,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Business,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,EducationGuardian.co.uk,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Environment,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Film,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Football,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Jobs,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Life and health,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,MediaGuardian.co.uk,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Money,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Music,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,The Observer,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Politics,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Science,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Shopping,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,SocietyGuardian.co.uk,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Sport,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Talk,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Technology,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Travel,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Been there,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,----------------------,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Audio,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Email services,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Special reports,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,The Guardian,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,The northerner,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,The wrap,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,----------------------,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Advertising guide,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Crossword,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Events / offers,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Feedback,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Garden centre,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,GNM press office,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Graduate,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,GuardianFilms,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Headline service,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Help / contacts,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Information,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Living our values,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Newsroom,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Notes & Queries,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Reader Offers,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Soulmates dating,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Style guide,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Syndication services,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Travel offers,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,TV listings,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Weather,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Web guides,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Working for us,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,----------------------,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Guardian Abroad,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Guardian Monthly,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Guardian Weekly,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Money Observer,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Public,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Learn,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Guardian back issues,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Observer back issues,0,0,0,0,0,12
html body text center table tbody tr td nobr form select option  ,Guardian Professional,0,0,0,0,0,12
html body text center table tbody tr td div a span  ,Read today's paper,88,107,125,17,0,11
html body text center table tbody tr td div span  ,�,214,107,20,17,0,10
html body text center table tbody tr td div a span  ,Jobs,234,107,29,17,0,11
html body text center table tbody tr td table tbody tr td span  ,Search:,364,98,48,17,0,13
html body text center table tbody tr td table tbody tr td span span  ,Guardian Unlimited,412,116,132,17,0,14
html body text center table tbody tr td table tbody tr td span span  ,Web,544,116,29,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Home,69,160,39,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,UK news,118,160,60,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,World news,187,160,76,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Politics,273,160,48,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Business & Media,331,160,118,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Comment & Leaders,459,160,134,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Focus,623,160,38,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,7 Days,671,160,45,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Sport,69,179,35,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Review,118,179,49,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Travel,187,179,41,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Cash,273,179,32,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Observer Woman,331,179,112,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,The Observer Magazine,459,179,155,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Food,623,179,33,17,0,14
html body text center table tbody tr td table tbody tr td a span  ,Music,671,179,40,17,0,14
html body text center table tbody tr td table tbody tr td font b span  ,Tools,154,345,34,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Text-only version,152,365,98,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Send it to a friend,152,380,102,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Save story,152,395,61,15,0,15
html body text center table tbody tr td table tbody tr td b font span  ,The Observer,154,411,84,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Front page,152,429,63,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Story index,152,447,65,15,0,15
html body text center table tbody tr td table tbody tr td b font span  ,The Guardian,154,483,84,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Front page,152,501,63,15,0,15
html body text center table tbody tr td table tbody tr td font a span  ,Story index,152,519,65,15,0,15
html body text center table tbody tr td div a span  ,Search executive jobs,152,655,109,35,0,11
